Date,TempF,Huminidity,TempC
2/16/2023,11.8073169,22.04929766,28.83942791
2/17/2023,11.19586698,21.82646339,28.87067285
2/18/2023,10.58441707,21.60362913,28.90191778
2/19/2023,9.97296715,21.38079486,28.93316272
2/20/2023,9.361517234,21.15796059,28.96440766
2/21/2023,8.750067319,20.93512633,28.99565259
2/22/2023,8.138617403,20.71229206,29.02689753
2/23/2023,7.527167488,20.48945779,29.05814247
2/24/2023,6.915717573,20.26662353,29.0893874
2/25/2023,6.304267657,20.04378926,29.12063234
2/26/2023,5.692817742,19.82095499,29.15187728
2/27/2023,5.081367826,19.59812073,29.18312221
2/28/2023,4.469917911,19.37528646,29.21436715
3/1/2023,3.858467995,19.15245219,29.24561209
3/2/2023,3.24701808,18.92961793,29.27685702
3/3/2023,2.635568165,18.70678366,29.30810196
3/4/2023,2.024118249,18.48394939,29.33934689
3/5/2023,1.412668334,18.26111512,29.37059183
3/6/2023,0.801218418,18.03828086,29.40183677
3/7/2023,0.189768503,17.81544659,29.4330817
3/8/2023,-0.421681412,17.59261232,29.46432664
3/9/2023,-1.033131328,17.36977806,29.49557158
3/10/2023,-1.644581243,17.14694379,29.52681651
3/11/2023,-2.256031159,16.92410952,29.55806145
3/12/2023,-2.867481074,16.70127526,29.58930639
3/13/2023,-3.47893099,16.47844099,29.62055132
3/14/2023,-4.090380905,16.25560672,29.65179626
3/15/2023,-4.70183082,16.03277246,29.6830412
3/16/2023,-5.313280736,15.80993819,29.71428613
3/17/2023,-5.924730651,15.58710392,29.74553107
3/18/2023,-6.536180567,15.36426966,29.77677601
3/19/2023,-7.147630482,15.14143539,29.80802094
3/20/2023,-7.759080398,14.91860112,29.83926588
3/21/2023,-8.370530313,14.69576686,29.87051081
3/22/2023,-8.981980228,14.47293259,29.90175575
3/23/2023,-9.593430144,14.25009832,29.93300069
3/24/2023,-10.20488006,14.02726405,29.96424562
3/25/2023,-10.81632997,13.80442979,29.99549056
3/26/2023,-11.42777989,13.58159552,30.0267355
3/27/2023,-12.03922981,13.35876125,30.05798043
3/28/2023,-12.65067972,13.13592699,30.08922537
3/29/2023,-13.26212964,12.91309272,30.12047031
3/30/2023,-13.87357955,12.69025845,30.15171524
3/31/2023,-14.48502947,12.46742419,30.18296018
4/1/2023,-15.09647938,12.24458992,30.21420512
4/2/2023,-15.7079293,12.02175565,30.24545005
4/3/2023,-16.31937921,11.79892139,30.27669499
4/4/2023,-16.93082913,11.57608712,30.30793992
4/5/2023,-17.54227904,11.35325285,30.33918486
4/6/2023,-18.15372896,11.13041859,30.3704298
4/7/2023,-18.76517888,10.90758432,30.40167473
4/8/2023,-19.37662879,10.68475005,30.43291967
4/9/2023,-19.98807871,10.46191579,30.46416461
4/10/2023,-20.59952862,10.23908152,30.49540954
4/11/2023,-21.21097854,10.01624725,30.52665448
4/12/2023,-21.82242845,9.793412985,30.55789942
4/13/2023,-22.43387837,9.570578718,30.58914435
4/14/2023,-23.04532828,9.347744451,30.62038929
4/15/2023,-23.6567782,9.124910185,30.65163423
4/16/2023,-24.26822811,8.902075918,30.68287916
4/17/2023,-24.87967803,8.679241651,30.7141241
4/18/2023,-25.49112794,8.456407384,30.74536904
4/19/2023,-26.10257786,8.233573117,30.77661397
4/20/2023,-26.71402778,8.01073885,30.80785891
4/21/2023,-27.32547769,7.787904584,30.83910384
4/22/2023,-27.93692761,7.565070317,30.87034878
4/23/2023,-28.54837752,7.34223605,30.90159372
4/24/2023,-29.15982744,7.119401783,30.93283865
4/25/2023,-29.77127735,6.896567516,30.96408359
4/26/2023,-30.38272727,6.673733249,30.99532853
4/27/2023,-30.99417718,6.450898983,31.02657346
4/28/2023,-31.6056271,6.228064716,31.0578184
4/29/2023,-32.21707701,6.005230449,31.08906334
4/30/2023,-32.82852693,5.782396182,31.12030827
5/1/2023,-33.43997685,5.559561915,31.15155321
5/2/2023,-34.05142676,5.336727649,31.18279815
5/3/2023,-34.66287668,5.113893382,31.21404308
5/4/2023,-35.27432659,4.891059115,31.24528802
5/5/2023,-35.88577651,4.668224848,31.27653296
5/6/2023,-36.49722642,4.445390581,31.30777789
5/7/2023,-37.10867634,4.222556314,31.33902283
5/8/2023,-37.72012625,3.999722048,31.37026776
5/9/2023,-38.33157617,3.776887781,31.4015127
5/10/2023,-38.94302608,3.554053514,31.43275764
5/11/2023,-39.554476,3.331219247,31.46400257
5/12/2023,-40.16592592,3.10838498,31.49524751
5/13/2023,-40.77737583,2.885550713,31.52649245
5/14/2023,-41.38882575,2.662716447,31.55773738
5/15/2023,-42.00027566,2.43988218,31.58898232
5/16/2023,-42.61172558,2.217047913,31.62022726
5/17/2023,-43.22317549,1.994213646,31.65147219
5/18/2023,-43.83462541,1.771379379,31.68271713
5/19/2023,-44.44607532,1.548545112,31.71396207
5/20/2023,-45.05752524,1.325710846,31.745207
5/21/2023,-45.66897515,1.102876579,31.77645194
5/22/2023,-46.28042507,0.880042312,31.80769687
5/23/2023,-46.89187498,0.657208045,31.83894181
5/24/2023,-47.5033249,0.434373778,31.87018675
5/25/2023,-48.11477482,0.211539511,31.90143168
5/26/2023,-48.72622473,-0.011294755,31.93267662
5/27/2023,-49.33767465,-0.234129022,31.96392156
5/28/2023,-49.94912456,-0.456963289,31.99516649
5/29/2023,-50.56057448,-0.679797556,32.02641143
5/30/2023,-51.17202439,-0.902631823,32.05765637
5/31/2023,-51.78347431,-1.12546609,32.0889013
6/1/2023,-52.39492422,-1.348300356,32.12014624
6/2/2023,-53.00637414,-1.571134623,32.15139118
6/3/2023,-53.61782405,-1.79396889,32.18263611
6/4/2023,-54.22927397,-2.016803157,32.21388105
6/5/2023,-54.84072389,-2.239637424,32.24512599
6/6/2023,-55.4521738,-2.46247169,32.27637092
6/7/2023,-56.06362372,-2.685305957,32.30761586
6/8/2023,-56.67507363,-2.908140224,32.33886079
6/9/2023,-57.28652355,-3.130974491,32.37010573
6/10/2023,-57.89797346,-3.353808758,32.40135067
6/11/2023,-58.50942338,-3.576643025,32.4325956
6/12/2023,-59.12087329,-3.799477291,32.46384054
6/13/2023,-59.73232321,-4.022311558,32.49508548
6/14/2023,-60.34377312,-4.245145825,32.52633041
